,section,byline,title,abstract,class,print_page,pub_date,type_of_material,class_le,byline_le,section_le,type_of_material_le,title_clean,abstract_clean,title_vec_avg,abstract_vec_avg,title_len,abstract_len,capital_letters,title_punct_num,abstract_punct_num,title_!,abstract_!,title_?,abstract_?,authors_num,coauthors,sections_grouped,title_ner,title_ner_type,ners_num,ner_GPE,ner_PERSON,ner_ORG,ner_MONEY,ner_NORP,pub_day_of_week,title_sentiment,abstract_sentiment,countries
2707,U.S.,Alyssa Lukpat and Alexandra E. Petri,U.S. vaccination rates have stalled with another potential uptick coming.,"The U.S. booster campaign has stalled, with about half of eligible adults still not boosted.",all,0.0,2022-03-22 02:37:32+00:00,News,0,38.0,28.0,2.0,u.s. vaccination rates stalled another potential uptick coming.,"u.s. booster campaign stalled, half eligible adults still boosted.",0.0019365597,-0.0029374787,10,15,2,3,4,0,0,0,0,1,0,6,['U.S.'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,1.0,-0.2023,-0.4423,['U.S.']
3753,Science,Kenneth Chang,Hubble Space Telescope Spots Oldest and Farthest Star Known,"Its light twinkled some 900 million years after the Big Bang, astronomers say.",all,0.0,2022-03-30 18:32:36+00:00,News,0,415.0,19.0,2.0,hubble space telescope spots oldest farthest star known,"light twinkled 900 million years big bang, astronomers say.",-0.0152541,-0.010270194,9,13,8,0,2,0,0,0,0,1,0,3,['Hubble Space Telescope'],['FAC'],1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,[]
1817,Business Day,Jessica Silver-Greenberg,Oil Prices Drop as Market Volatility Eases,"A barrel of oil is trading at roughly $107, while gasoline is at $4.33 on average in the United States.",all,0.0,2022-03-13 23:25:13+00:00,News,0,350.0,4.0,2.0,oil prices drop market volatility eases,"barrel oil trading roughly $107, gasoline $4.33 average united states.",-0.0139140515,0.005011371,7,20,6,0,5,0,0,0,0,1,0,4,[],[],0,0.0,0.0,0.0,0.0,0.0,6.0,0.0516,0.4215,[]
2508,World,Constant Méheut,Shadows of Algerian War Loom Over Election Campaign in France,"As President Emmanuel Macron addresses his country’s colonial history, echoes of that past have pervaded the messaging of right-wing candidates ahead of the voting in April.",all,6.0,2022-03-19 13:14:00+00:00,News,0,164.0,30.0,2.0,shadows algerian war loom election campaign france,"president emmanuel macron addresses country’s colonial history, echoes past pervaded messaging right-wing candidates ahead voting april.",0.00086302834,-0.0048964866,10,26,8,0,3,0,0,0,0,1,0,5,['France'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,5.0,-0.7003,0.0,['France']
1847,Travel,Brett Leigh Dicks,"The Peculiar Charm of Coober Pedy, Australia’s Opal Capital","Scattered around town are do-it-yourself mining operations, abandoned film props and a cafe that serves both waffles and opals.",all,0.0,2022-03-14 09:00:19+00:00,News,0,109.0,27.0,2.0,"peculiar charm coober pedy, australia’s opal capital","scattered around town do-it-yourself mining operations, abandoned film props cafe serves waffles opals.",-0.007391305,-0.007474897,9,19,8,1,4,0,0,0,0,1,0,2,"['The Peculiar Charm of Coober Pedy', 'Australia']","['ORG', 'GPE']",2,0.0,0.0,1.0,0.0,0.0,0.0,0.5106,-0.4588,['Australia']
3276,U.S.,Eileen Sullivan,"Biden to Ask Congress for 9,000 Fewer Immigration Detention Beds","The administration plans to seek funding for 25,000 beds, down from the 34,000 beds that are currently funded. It also severed a contract with a detention facility in Alabama.",all,17.0,2022-03-25 22:38:06+00:00,News,0,218.0,28.0,2.0,"biden ask congress 9,000 fewer immigration detention beds","administration plans seek funding 25,000 beds, 34,000 beds currently funded. also severed contract detention facility alabama.",-0.008401524,-0.0015589696,10,29,7,1,5,0,0,0,0,1,0,6,"['Biden', 'Congress', '9,000']","['PERSON', 'ORG', 'CARDINAL']",3,0.0,1.0,0.0,0.0,0.0,4.0,-0.3612,-0.6124,[]
2190,The Learning Network,"Katherine Schulten, Michael Gonchar and Jeremy Engle",Teaching Resources to Help Students Make Sense of the War in Ukraine,"Articles, maps, photos, videos, podcasts and more, as well as suggestions for using them in your classroom.",all,0.0,2022-03-16 23:40:38+00:00,News,0,403.0,24.0,2.0,teaching resources help students make sense war ukraine,"articles, maps, photos, videos, podcasts more, well suggestions using classroom.",0.009180941,-0.010309487,12,17,8,0,6,0,0,0,0,2,1,7,['Ukraine'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,2.0,-0.296,0.3353,['Ukraine']
1273,U.S.,Katie Rogers and Ephrat Livni,Biden Takes Step Toward Regulating Cryptocurrencies,The president signed an executive order that will coordinate efforts among financial regulators to better understand the risks and opportunities presented by digital assets.,all,7.0,2022-03-09 11:02:25+00:00,News,0,408.0,28.0,2.0,biden takes step toward regulating cryptocurrencies,president signed executive order coordinate efforts among financial regulators better understand risks opportunities presented digital assets.,-0.005254144,-0.0014153237,6,24,6,0,1,0,0,0,0,1,0,6,['Biden Takes Step Toward Regulating Cryptocurrencies'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.6249,[]
2710,Sports,Alan Blinder,Powers Remain and Threats Lurk as Women’s Sweet 16 Is Set,"Sure, South Carolina and UConn are among the schools still in the mix — but so are the upset magicians South Dakota and Creighton.",all,8.0,2022-03-22 04:18:07+00:00,News,0,11.0,20.0,2.0,powers remain threats lurk women’s sweet 16 set,"sure, south carolina uconn among schools still mix — upset magicians south dakota creighton.",-0.008001025,-0.0047888095,11,24,8,0,2,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1531,-0.4846,[]
1560,Opinion,‘The Ezra Klein Show',Putin Is ‘Profoundly Anti-Modern.’ Masha Gessen Explains What That Means for the World.,The Russian American journalist on how Putin’s war in Ukraine is playing out inside Russia’s highly controlled media environment.,all,0.0,2022-03-11 10:00:14+00:00,Op-Ed,0,747.0,15.0,5.0,putin ‘profoundly anti-modern.’ masha gessen explains means world.,russian american journalist putin’s war ukraine playing inside russia’s highly controlled media environment.,-0.0059550516,-0.009854274,13,19,12,3,1,0,0,0,0,1,0,7,"['Putin', 'World']","['PERSON', 'ORG']",2,0.0,1.0,0.0,0.0,0.0,4.0,0.0,-0.4767,[]
1120,Books,Carlos Rojas,Speaking in Tongues: Novels in Translation From Around the World,"A South Korean female assassin, an Italian child of deaf parents, an intercaste marriage in Tamil Nadu.",all,22.0,2022-03-08 10:00:07+00:00,News,0,122.0,1.0,2.0,speaking tongues: novels translation around world,"south korean female assassin, italian child deaf parents, intercaste marriage tamil nadu.",-0.018425394,-0.015604822,10,17,7,1,3,0,0,0,0,1,0,1,['World'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,[]
1269,Movies,Dave Itzkoff,Al Pacino on ‘The Godfather’: ‘It’s Taken Me a Lifetime to Accept It and Move On’,"Fifty years later, the actor looks back on his breakthrough role: how he was cast, why he skipped the Oscars and what it all means to him now.",all,10.0,2022-03-09 10:02:46+00:00,News,0,179.0,12.0,2.0,al pacino ‘the godfather’: ‘it’s taken lifetime accept move on’,"fifty years later, actor looks back breakthrough role: cast, skipped oscars means now.",-0.009271602,-0.00472829,16,28,12,1,4,0,0,0,0,1,0,1,"['Al Pacino', 'Godfather']","['PERSON', 'PERSON']",2,0.0,1.0,0.0,0.0,0.0,2.0,0.3818,0.0,[]
2708,World,Jesus Jiménez,Zelensky condemns Russian attacks on protesters and children.,"‘It was a day of difficult events,’ the Ukrainian president said in a video address.",all,0.0,2022-03-22 02:39:57+00:00,News,0,352.0,30.0,2.0,zelensky condemns russian attacks protesters children.,"‘it day difficult events,’ ukrainian president said video address.",-0.010256586,-0.01760895,8,15,2,1,2,0,0,0,0,1,0,5,"['Zelensky', 'Russian']","['PERSON', 'NORP']",2,0.0,1.0,0.0,0.0,0.0,1.0,-0.7964,-0.3612,[]
1210,New York,Jan Ransom,Watchdog Sees Cover-Up in Failure to Report Rikers Island Beatings,"Louis Molina, the correction commissioner, responded to a recent New York Times report that found serious injuries to at least two detainees were not reported.",all,20.0,2022-03-08 22:18:41+00:00,News,0,321.0,13.0,2.0,watchdog sees cover-up failure report rikers island beatings,"louis molina, correction commissioner, responded recent new york times report found serious injuries least two detainees reported.",0.0007524246,-0.001753331,10,25,9,1,3,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6705,-0.0772,[]
2916,Sports,Scott Miller,"Arizona, a Team From Everywhere, Finds a Common Language",Arizona’s march through the N.C.A.A. men’s tournament is powered by an international roster dedicated to unselfish basketball. Coach Tommy Lloyd wouldn’t have it any other way.,all,7.0,2022-03-23 16:48:34+00:00,News,0,649.0,20.0,2.0,"arizona, team everywhere, finds common language",arizona’s march n.c.a.a. men’s tournament powered international roster dedicated unselfish basketball. coach tommy lloyd wouldn’t way.,-0.0047835917,-0.010675316,9,26,7,2,6,0,0,0,0,1,0,1,['Arizona'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4588,['Arizona']
3614,World,Emma Bubola,Britain detains a Russian superyacht in London.,The British authorities have joined those nations putting pressure on Vladimir Putin by targeting the assets of his wealthy supporters.,all,0.0,2022-03-29 18:32:54+00:00,News,0,239.0,30.0,2.0,britain detains russian superyacht london.,british authorities joined nations putting pressure vladimir putin targeting assets wealthy supporters.,-0.010601509,-0.0006013584,7,20,3,1,1,0,0,0,0,1,0,5,"['Britain', 'Russian', 'London']","['GPE', 'NORP', 'GPE']",3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5994,"['Britain', 'London']"
3176,Opinion,Jamelle Bouie,How Are We Still Debating Interracial Marriage in 2022?,The Ketanji Brown Jackson hearing unleashed some deeply retro senatorial opinions.,all,9.0,2022-03-25 09:00:18+00:00,Op-Ed,0,312.0,15.0,5.0,still debating interracial marriage 2022?,ketanji brown jackson hearing unleashed deeply retro senatorial opinions.,-0.012004745,-0.007905555,9,11,7,1,1,0,0,1,0,1,0,7,['2022'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,[]
1859,The Learning Network,Jeremy Engle,"Lesson of the Day: ‘On a Dirt Court, a Ravaged School Planted the Seeds of a Championship’","In this lesson, students will learn about the determination and grit of a girls’ basketball team and how the young players overcame adversity and 4 a.m. practices to succeed.",all,0.0,2022-03-14 11:51:11+00:00,News,0,346.0,24.0,2.0,"lesson day: ‘on dirt court, ravaged school planted seeds championship’","lesson, students learn determination grit girls’ basketball team young players overcame adversity 4 a.m. practices succeed.",-0.01668263,-0.0054355306,17,29,10,2,4,0,0,0,0,1,0,7,['a Ravaged School Planted the Seeds of a Championship’'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,0.0,-0.34,0.4767,[]
1506,Business Day,Peter Eavis,"Rivian Pares Delivery Targets for 2022, Citing Supply Problems","The company said it expected to produce only 25,000 electric vehicles this year, adding a new cloud to its outlook only months after a hot I.P.O.",all,6.0,2022-03-10 23:44:54+00:00,News,0,598.0,4.0,2.0,"rivian pares delivery targets 2022, citing supply problems","company said expected produce 25,000 electric vehicles year, adding new cloud outlook months hot i.p.o.",-0.0095615415,0.00035240254,9,26,7,1,5,0,0,0,0,1,0,4,['2022'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,3.0,-0.4019,0.0,[]
3832,Books,Mitchell S. Jackson,"In the Face of Black Pain, Elizabeth Alexander Turns to Art",“The Trayvon Generation” traces the influences of racism and violence on American culture today.,all,0.0,2022-03-31 09:00:24+00:00,Review,0,549.0,1.0,6.0,"face black pain, elizabeth alexander turns art",“the trayvon generation” traces influences racism violence american culture today.,-0.011897209,-0.0061215907,11,14,8,1,1,0,0,0,0,1,0,1,['Elizabeth Alexander'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,3.0,-0.5106,-0.8481,[]
1227,Science,Maggie Astor,The W.H.O. strengthens its booster endorsement but still emphasizes getting primary shots to more people.,The broad endorsement comes as the W.H.O.’s stance on boosters continues to evolve.,all,0.0,2022-03-08 23:53:05+00:00,News,0,467.0,19.0,2.0,w.h.o. strengthens booster endorsement still emphasizes getting primary shots people.,broad endorsement comes w.h.o.’s stance boosters continues evolve.,-0.0110551035,-0.007243939,15,13,4,4,4,0,0,0,0,1,0,3,['W.H.O.'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.3919,0.3182,[]
3309,Crosswords & Games,Deb Amlen,Diary of a Spelling Bee Fanatic,"Feeding my desperate need to make words, one point at a time.",all,0.0,2022-03-26 10:00:04+00:00,News,0,208.0,6.0,2.0,diary spelling bee fanatic,"feeding desperate need make words, one point time.",-0.019922901,-0.009816747,6,12,4,0,2,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-0.3182,[]
3160,New York,Tracey Tully,How St. Peter’s Became the Belle of the March Madness Ball,"This year, Cinderella is from Jersey City.",all,4.0,2022-03-25 07:00:12+00:00,News,0,712.0,13.0,2.0,st. peter’s became belle march madness ball,"year, cinderella jersey city.",-0.006773701,-0.004205866,11,7,8,1,2,0,0,0,0,1,0,6,['March'],['DATE'],1,0.0,0.0,0.0,0.0,0.0,4.0,-0.4404,0.0,[]
507,Technology,Cecilia Kang,A coalition of state attorneys general opens an investigation into TikTok.,The group is looking into the Chinese-owned video site for the harms it may pose to younger users.,all,0.0,2022-03-02 21:15:40+00:00,News,0,135.0,23.0,2.0,coalition state attorneys general opens investigation tiktok.,group looking chinese-owned video site harms may pose younger users.,0.0013649758,-0.0048623285,11,18,3,1,2,0,0,0,0,1,0,3,['TikTok'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-0.4939,[]
2773,Technology,Shira Ovide,Metaverse Lessons From Hollywood,Recreating the human face could give virtual interactions the sense of intimacy they’re missing.,all,0.0,2022-03-22 16:19:24+00:00,News,0,664.0,23.0,2.0,metaverse lessons hollywood,recreating human face could give virtual interactions sense intimacy they’re missing.,0.0033380315,-0.016823173,4,14,4,0,1,0,0,0,0,1,0,3,['Hollywood'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.296,['Hollywood']
888,World,"Mark Landler, Katrin Bennhold and Matina Stevis-Gridneff",How the West Marshaled a Stunning Show of Unity Against Russia,"In a few frantic days, the West threw out the playbook it used for decades against the Kremlin and isolated Russia with unparalleled sanctions and penalties.",all,1.0,2022-03-05 10:09:09+00:00,News,0,494.0,30.0,2.0,west marshaled stunning show unity russia,"frantic days, west threw playbook used decades kremlin isolated russia unparalleled sanctions penalties.",-0.001681277,-0.0024879924,11,26,8,0,2,0,0,0,0,2,1,5,['Russia'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,5.0,0.3818,-0.6369,['Russia']
2582,World,Jack Nicas and André Spigariol,Brazil Lifts Its Ban on Telegram After Two Days,"Brazil’s Supreme Court blocked Telegram on Friday. The messaging app then responded with measures to fight misinformation, and the court quickly lifted its ban.",all,0.0,2022-03-20 22:11:32+00:00,News,0,310.0,30.0,2.0,brazil lifts ban telegram two days,"brazil’s supreme court blocked telegram friday. messaging app responded measures fight misinformation, court quickly lifted ban.",0.0038249914,-0.009415027,9,24,8,0,3,0,0,0,0,1,0,5,"['Brazil', 'Two Days']","['GPE', 'DATE']",2,1.0,0.0,0.0,0.0,0.0,6.0,-0.5574,-0.7184,['Brazil']
2026,Arts,Alex Marshall,Ukraine’s National Anthem Reverberates Around the World,"“Ukraine’s glory hasn’t perished,” begins the anthem, which is being played by orchestras worldwide as a sign of solidarity with Ukraine.",all,0.0,2022-03-15 16:51:45+00:00,News,0,18.0,0.0,2.0,ukraine’s national anthem reverberates around world,"“ukraine’s glory hasn’t perished,” begins anthem, played orchestras worldwide sign solidarity ukraine.",-0.008871258,-0.01478955,7,21,6,0,3,0,0,0,0,1,0,1,"['Ukraine', 'World']","['GPE', 'ORG']",2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7964,['Ukraine']
2591,The Learning Network,The Learning Network,Word of the Day: gadfly,This word has appeared in 29 articles on NYTimes.com in the past year. Can you use it in a sentence?,all,0.0,2022-03-21 03:30:02+00:00,News,0,695.0,24.0,2.0,word day: gadfly,word appeared 29 articles nytimes.com past year. use sentence?,-0.021610027,-0.0046327612,5,20,2,1,3,0,0,0,1,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,[]
816,Arts,Jason Zinoman,Akaash Singh and His Case for Bringing Back Apu,"The stand-up comic, whose special has gone viral, takes issue with how some South Asians like Hari Kondabolu portray their experience in the United States.",all,1.0,2022-03-04 19:31:27+00:00,News,0,329.0,0.0,2.0,akaash singh case bringing back apu,"stand-up comic, whose special gone viral, takes issue south asians like hari kondabolu portray experience united states.",1.1654298e-05,-0.0048860144,9,25,7,0,4,0,0,0,0,1,0,1,['Singh'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7906,['Singh']
2693,Business Day,Niraj Chokshi,Boeing Faces New Upheaval After Crash of Chinese Airliner,"No fault has been found, but the company, which has been trying to overcome a recent legacy of design and production troubles, is likely to get scrutinized.",all,1.0,2022-03-21 22:50:15+00:00,News,0,577.0,4.0,2.0,boeing faces new upheaval crash chinese airliner,"fault found, company, trying overcome recent legacy design production troubles, likely get scrutinized.",-0.007542078,-0.0027234845,9,27,8,0,4,0,0,0,0,1,0,4,['Boeing Faces New Upheaval After Crash of Chinese Airliner'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,0.0,-0.4019,-0.5221,[]
1283,Real Estate,Alison Gregor,House Hunting in the Virgin Islands: Hillside Splendor for Under $2 Million,"After enduring back-to-back crises in recent years, the British Virgin Islands are beginning to see the return of tourists and foreign investors.",all,2.0,2022-03-09 13:00:20+00:00,News,0,33.0,18.0,2.0,house hunting virgin islands: hillside splendor $2 million,"enduring back-to-back crises recent years, british virgin islands beginning see return tourists foreign investors.",0.008590441,-0.0032597964,12,22,8,2,4,0,0,0,0,1,0,4,"['the Virgin Islands', 'Hillside Splendor', '$2 Million']","['GPE', 'ORG', 'MONEY']",3,1.0,0.0,0.0,0.0,0.0,2.0,0.6124,0.0,['the Virgin Islands']
2091,The Learning Network,Nicole Daniels,Lesson of the Day: ‘Tour a House Full of Black History’,"In this lesson, students will learn about a 90-year-old former schoolteacher’s private collection of Black history artifacts. Then, they will create an art exhibit highlighting several objects from the collection.",all,0.0,2022-03-16 09:00:21+00:00,News,0,571.0,24.0,2.0,lesson day: ‘tour house full black history’,"lesson, students learn 90-year-old former schoolteacher’s private collection black history artifacts. then, create art exhibit highlighting several objects collection.",-0.010288438,-1.4503201e-05,11,30,7,1,6,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2732,[]
2366,New York,James Barron,These Dogs Are Also Firefighters’ Friends,"The department is trying out four-legged robots to use in dangerous places. “These robots will save lives,” a fire captain said.",all,0.0,2022-03-18 04:51:39+00:00,briefing,0,313.0,13.0,7.0,dogs also firefighters’ friends,"department trying four-legged robots use dangerous places. “these robots save lives,” fire captain said.",-0.008636627,-0.006428517,6,21,6,0,4,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.4767,-0.3182,[]
875,New York,Tracey Tully,The 2 Political Operatives at the Center of a New Jersey Murder Mystery,"As Sean Caddle has now admitted, sinister plots were more than just idle fantasy to him.",all,16.0,2022-03-05 10:00:12+00:00,News,0,712.0,13.0,2.0,2 political operatives center new jersey murder mystery,"sean caddle admitted, sinister plots idle fantasy him.",0.0065505807,-0.01228805,13,16,8,0,2,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,5.0,-0.6908,-0.5423,[]
3282,Opinion,Ahmir Questlove Thompson,"Questlove: Collecting Is an Act of Devotion, and Creation",A collection starts as a protest against the passage of time and ends as a celebration of it.,all,10.0,2022-03-25 23:00:16+00:00,Op-Ed,0,9.0,15.0,5.0,"questlove: collecting act devotion, creation",collection starts protest passage time ends celebration it.,-0.005992384,-0.009395844,9,18,6,2,1,0,0,0,0,1,0,7,['Questlove'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,4.0,0.6249,-0.25,[]
775,World,Melissa Eddy,Tesla Wins Approval to Open European Assembly Plant,"German authorities cleared the plant, which was built near Berlin, to open for production. Tesla plans to build 500,000 electric cars a year there.",all,4.0,2022-03-04 14:48:33+00:00,News,0,520.0,30.0,2.0,tesla wins approval open european assembly plant,"german authorities cleared plant, built near berlin, open production. tesla plans build 500,000 electric cars year there.",-0.008825955,0.0014310074,8,24,7,0,5,0,0,0,0,1,0,5,"['Tesla', 'European Assembly']","['GPE', 'ORG']",2,1.0,0.0,0.0,0.0,0.0,4.0,0.7783,0.1027,['Tesla']
2015,Business Day,Tiffany Hsu and Michael M. Grynbaum,‘Minute-to-Minute Triage’: Weighing News Against Safety in Russia,Western news outlets are engaging in a tense debate over balancing an urgent need to bear witness with journalists’ ability to report freely under strict new laws there.,all,7.0,2022-03-15 15:11:54+00:00,News,0,705.0,4.0,2.0,‘minute-to-minute triage’: weighing news safety russia,western news outlets engaging tense debate balancing urgent need bear witness journalists’ ability report freely strict new laws there.,-0.0012817967,-0.0041467045,8,28,8,3,1,0,0,0,0,1,0,4,['Russia'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,1.0,0.4215,0.7184,['Russia']
1689,Books,Olivia Waite,"First Comes Marriage, Then Comes Love","In these new romance novels, weddings aren’t bows tied on at the finish — they’re the starting point.",all,0.0,2022-03-12 10:00:11+00:00,News,0,582.0,1.0,2.0,"first comes marriage, comes love","new romance novels, weddings aren’t bows tied finish — they’re starting point.",-0.013774894,-0.013644088,6,18,6,1,2,0,0,0,0,1,0,1,['Comes Love'],['WORK_OF_ART'],1,0.0,0.0,0.0,0.0,0.0,5.0,0.6369,0.5574,[]
1478,Arts,Holland Cotter,‘Carpeaux Recast’: A Sculptural Gem With a Knotty Back Story,"A show at the Metropolitan Museum, organized around a single marble sculpture, re-examines works of art representing slavery and abolition.",all,1.0,2022-03-10 20:03:03+00:00,News,0,292.0,0.0,2.0,‘carpeaux recast’: sculptural gem knotty back story,"show metropolitan museum, organized around single marble sculpture, re-examines works art representing slavery abolition.",-0.0028989231,-0.0025199319,10,20,9,1,4,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.7003,[]
1851,Podcasts,"Sabrina Tavernise, Asthaa Chaturvedi, Diana Nguyen, Kaitlin Roberts, Rob Szypko, Michael Simon Johnson, Marc Georges, Lisa Chow, Marion Lozano and Chris Wood",How Russians See the War in Ukraine,"As well as a military campaign, Moscow is also waging a battle over the truth.",all,0.0,2022-03-14 10:00:10+00:00,News,0,633.0,16.0,2.0,russians see war ukraine,"well military campaign, moscow also waging battle truth.",-0.0049434933,-0.010066468,7,15,5,0,2,0,0,0,0,9,1,7,"['Russians', 'the War', 'Ukraine']","['NORP', 'EVENT', 'GPE']",3,0.0,0.0,0.0,0.0,1.0,0.0,-0.5994,0.2023,['Ukraine']
1195,Books,Molly Young,‘Booth’ Pushes an Assassin Off Center Stage,"In her new novel, Karen Joy Fowler imagines the lives of John Wilkes Booth’s troubled parents and his many siblings.",all,2.0,2022-03-08 20:51:35+00:00,Review,0,551.0,1.0,6.0,‘booth’ pushes assassin center stage,"new novel, karen joy fowler imagines lives john wilkes booth’s troubled parents many siblings.",-0.012047055,-0.012949942,7,20,6,0,2,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4767,[]
684,Briefing,Penn Bullock,Your Thursday Evening Briefing,Here’s what you need to know at the end of the day.,all,0.0,2022-03-03 22:59:44+00:00,briefing,0,594.0,2.0,7.0,thursday evening briefing,here’s need know end day.,0.0145266615,-0.014545949,4,12,4,0,1,0,0,0,0,1,0,4,"['Thursday', 'Evening']","['DATE', 'TIME']",2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,[]
1054,Business Day,Ana Swanson,Congress moves to bar Russian energy imports and end favorable trade relations.,"A bipartisan group of lawmakers reached an agreement on legislation that, if passed, would bar imports of Russian energy and suspend normal trade relations with Russia and Belarus.",all,0.0,2022-03-07 18:26:07+00:00,News,0,48.0,4.0,2.0,congress moves bar russian energy imports end favorable trade relations.,"bipartisan group lawmakers reached agreement legislation that, passed, would bar imports russian energy suspend normal trade relations russia belarus.",-0.0043014735,0.0033775456,12,28,2,1,3,0,0,0,0,1,0,4,"['Congress', 'Russian']","['ORG', 'NORP']",2,0.0,0.0,1.0,0.0,0.0,0.0,0.6369,0.5267,[]
3339,U.S.,Sophie Kasakove,Colorado Jury Awards $14 Million to Demonstrators Injured in George Floyd Protests,Jurors in the civil case found that the Denver Police used excessive force against the 12 plaintiffs.,all,28.0,2022-03-26 22:02:19+00:00,News,0,672.0,28.0,2.0,colorado jury awards $14 million demonstrators injured george floyd protests,jurors civil case found denver police used excessive force 12 plaintiffs.,0.00314568,0.007099336,12,17,9,1,1,0,0,0,0,1,0,6,"['Colorado', '$14 Million', 'Demonstrators Injured', 'George Floyd Protests']","['GPE', 'MONEY', 'ORG', 'PERSON']",4,1.0,0.0,0.0,0.0,0.0,5.0,-0.1531,0.0,['Colorado']
489,Science,Sabrina Imbler,Insect Trash Could Be a Farmer’s Treasure,"Insect feces and exoskeletons can make agriculture more sustainable and produce less waste, scientists say.",all,2.0,2022-03-02 19:06:33+00:00,News,0,631.0,19.0,2.0,insect trash could farmer’s treasure,"insect feces exoskeletons make agriculture sustainable produce less waste, scientists say.",-0.011378095,-0.0029591839,7,15,6,0,2,0,0,0,0,1,0,3,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.296,-0.3626,[]
645,U.S.,Jonathan Martin,"Ducey Confirms He Will Not Run for Senate, Despite McConnell’s Wooing","Senator Mitch McConnell had been trying to recruit Gov. Doug Ducey of Arizona to run, but former President Donald J. Trump had warned him against it.",all,17.0,2022-03-03 18:37:48+00:00,News,0,373.0,28.0,2.0,"ducey confirms run senate, despite mcconnell’s wooing","senator mitch mcconnell trying recruit gov. doug ducey arizona run, former president donald j. trump warned it.",-0.010775614,-0.010662515,11,26,11,1,4,0,0,0,0,1,0,6,"['Ducey Confirms', 'Senate', 'McConnell']","['ORG', 'ORG', 'PERSON']",3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-0.3919,[]
1142,World,Marc Santora,"Battlefield reports are murky, but signs of Ukraine’s successes emerge.",The Ukrainian military claims to have killed thousands of Russian soldiers and destroyed hundreds of tanks and aircraft. Verifying the figures is challenging.,all,0.0,2022-03-08 11:49:06+00:00,News,0,476.0,30.0,2.0,"battlefield reports murky, signs ukraine’s successes emerge.",ukrainian military claims killed thousands russian soldiers destroyed hundreds tanks aircraft. verifying figures challenging.,-0.0061962605,-0.0029787747,10,23,2,2,2,0,0,0,0,1,0,5,['Ukraine'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,1.0,0.6249,-0.7964,['Ukraine']
1836,U.S.,Sharon LaFraniere and Noah Weiland,Which Coronavirus Vaccine Will Work in the Youngest Children?,"Moderna is going head-to-head with Pfizer-BioNTech for the opportunity to vaccinate the youngest children, the only Americans still not eligible for shots.",all,14.0,2022-03-14 07:02:30+00:00,News,0,656.0,28.0,2.0,coronavirus vaccine work youngest children?,"moderna going head-to-head pfizer-biontech opportunity vaccinate youngest children, americans still eligible shots.",-0.000581665,0.002576228,9,22,7,1,5,0,0,1,0,1,0,6,['the Youngest Children'],['LOC'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,[]
