,section,byline,title,abstract,class,print_page,pub_date,type_of_material
2836,World,By Valerie Hopkins,"As Mariupol Is Bombed and Besieged, Those Trapped Fight to Survive","For three weeks, the Ukrainian port city has been without water, heat, electricity and all communication under a merciless Russian assault. Here’s what its residents have been enduring.",all,1,2022-03-21T21:11:31+0000,News
2837,Briefing,By Carole Landry,‘Hell’ in Mariupol,The city has seen some of the war’s worst horrors.,all,,2022-03-21T21:12:23+0000,News
2838,Briefing,By Amelia Nierenberg,Your Tuesday Briefing: The Fight for Mariupol,Plus a plane crash in China and Hong Kong’s easing of Covid restrictions.,all,,2022-03-21T21:13:22+0000,briefing
2839,Sports,By Tyler Kepner,"‘You’ve Got to Get 27 Outs, and It Doesn’t Matter How You Get Them’",Atlanta won the World Series with short starts and great bullpen work. The team’s off-season additions leaned in on that strategy.,all,9,2022-03-21T21:15:41+0000,News
2840,Health,By Benjamin Mueller,High Death Rate in Hong Kong Shows Importance of Vaccinating the Elderly,Covid has surged in a number of Asian countries that had once held the virus at bay. Vaccination levels have largely determined how deadly those waves would be.,all,8,2022-03-21T21:16:53+0000,News
2841,Travel,By Debra Kamin,"‘Bridgerton’ Tea, ‘Outlander’ Castles and Lodges in Yellowstone: Favorite TV Shows Inspire Trip Ideas","TV-themed itineraries are on the rise, taking travelers on adventures with familiar shows during a time of uncertainty.",all,,2022-03-21T21:20:53+0000,News
2842,World,"By Chris Buckley, Keith Bradsher and Vivek Shankar","After China’s Worst Air Crash in Years, a Desperate Hunt for Survivors","The plane that crashed in a mountainous area of southern China was carrying 132 people, and no survivors have been found so far, a state broadcaster said on Tuesday.",all,8,2022-03-21T21:31:51+0000,News
2843,Briefing,By Jonathan Wolfe,Lessons from Hong Kong,Scientists are looking to Hong Kong for clues about the future of the pandemic.,all,,2022-03-21T21:42:48+0000,News
2844,Arts,By Javier C. Hernández,"The Philharmonic Plans Its Return to Geffen Hall, With Fanfare","The New York Philharmonic announced its 2022-23 season, a celebratory slate of about 150 concerts to inaugurate its renovated home.",all,2,2022-03-21T22:00:13+0000,News
2845,Briefing,By Nancy Wartik and Whet Moser,Your Monday Briefing,Here’s what you need to know at the end of the day.,all,,2022-03-21T22:14:41+0000,briefing
2846,New York,By Luis Ferré-Sadurní,N.Y. officials don’t expect a new Omicron surge but stressed they will remain vigilant.,"As BA.2 drives increased caseloads in some parts of Europe, New York officials don’t anticipate a “steep surge” but are watching the data closely.",all,,2022-03-21T22:17:47+0000,News
2847,Business Day,By Niraj Chokshi,Boeing Faces New Upheaval After Crash of Chinese Airliner,"No fault has been found, but the company, which has been trying to overcome a recent legacy of design and production troubles, is likely to get scrutinized.",all,1,2022-03-21T22:50:15+0000,News
2848,Food,By The New York Times,Desus Nice Wants to Talk About Where to Eat: A Times Virtual Event,"On April 8, Desus Nice, a comedian and TV host, will discuss New York restaurants in a subscriber event with The New York Times’s Nikita Richardson and Priya Krishna.",all,,2022-03-21T22:58:17+0000,News
2849,Opinion,By Paul Krugman,America’s Economy in the European Mirror,What spiking inflation Over There tells us about policy here.,all,21,2022-03-21T23:00:08+0000,Op-Ed
2850,U.S.,By Blake Hounshell and Leah Askarinam,"For These Republicans, Supreme Court Hearings Are an Irresistible Opportunity",Four of the senators on the panel grilling Judge Ketanji Brown Jackson are known to have dreams beyond the walls of the U.S. Senate.,all,,2022-03-21T23:01:02+0000,News
2851,U.S.,By Linda Qiu,Attacks on Judge Jackson’s Record on Child Sexual Abuse Cases Are Misleading,"Republican lawmakers criticizing the Supreme Court nominee have taken the judge’s remarks and sentencing decisions out of context, distorting her record.",all,14,2022-03-21T23:13:16+0000,News
2852,Opinion,By Michelle Goldberg,A Manifesto Against Sex Positivity,Christine Emba takes on the taboo on taboos.,all,21,2022-03-21T23:15:27+0000,Op-Ed
2853,Books,By Marc Tracy,Lauren Hough Loses Lambda Prize Nomination After a Twitter Feud,Her essay collection was removed from contention in the category of best lesbian memoir after she went on Twitter to defend a forthcoming Sandra Newman novel from charges that it was transphobic.,all,2,2022-03-21T23:42:20+0000,News
2854,U.S.,By Katie Rogers,Jackson Vows to Be Independent on Supreme Court if Confirmed,"On the first day of Judge Ketanji Brown Jackson’s confirmation hearings, Republican senators began previewing attack lines accusing her of being soft on crime.",all,1,2022-03-21T23:56:18+0000,News
2855,World,By Megan Specia,"In Warsaw, a Network of Support Greets Those Crossing the Polish Border","A sprawling expo center in the Polish capital has given some 25,000 refugees a safe place to recharge before journeying on.",all,,2022-03-22T00:20:50+0000,News
2856,Theater,By Jesse Green,"‘At the Wedding’ Review: Cocktails, Dancing and an Albatross",A trenchant new comedy by Bryna Turner features Mary Wiseman in a comic tour-de-force as the guest most likely to make a scene.,all,1,2022-03-22T01:00:07+0000,Review
2857,U.S.,By Christine Chung,Miami Beach Announces Curfew After Spring Break Shootings,"“We can’t endure this anymore, we just simply can’t,’’ said Mayor Dan Gelber. “This isn’t your father’s, your mother’s spring break. This is something totally different.”",all,,2022-03-22T01:07:29+0000,News
2858,U.S.,By Mitch Smith and Eduardo Medina,"Bucking Republican Trend, Indiana Governor Vetoes Transgender Sports Bill",Gov. Eric Holcomb nixed legislation that would have blocked transgender girls from playing school sports. Eleven states have enacted similar bills.,all,17,2022-03-22T01:29:24+0000,News
2859,Crosswords & Games,By Rachel Fabi,Likely Not Made by a Tyrannosaurus Rex,Adam Wagner’s puzzle will pull you in.,all,,2022-03-22T02:00:05+0000,News
2860,U.S.,By Charlie Savage,"Echoing Conservative Grievances, Blackburn Miscasts Jackson’s Views",Senator Marsha Blackburn took quotes out of context as she levied a blistering attack against Judge Ketanji Brown Jackson.,all,15,2022-03-22T02:22:05+0000,News
2861,U.S.,By Alyssa Lukpat and Alexandra E. Petri,U.S. vaccination rates have stalled with another potential uptick coming.,"The U.S. booster campaign has stalled, with about half of eligible adults still not boosted.",all,,2022-03-22T02:37:32+0000,News
2862,World,By Jesus Jiménez,Zelensky condemns Russian attacks on protesters and children.,"‘It was a day of difficult events,’ the Ukrainian president said in a video address.",all,,2022-03-22T02:39:57+0000,News
2863,U.S.,By Zach Montague,What to Watch For on Day 2 of Jackson’s Confirmation Hearing,Judge Ketanji Brown Jackson will answer her first questions from senators on Tuesday.,all,,2022-03-22T04:01:07+0000,News
2864,Sports,By Alan Blinder,Powers Remain and Threats Lurk as Women’s Sweet 16 Is Set,"Sure, South Carolina and UConn are among the schools still in the mix — but so are the upset magicians South Dakota and Creighton.",all,8,2022-03-22T04:18:07+0000,News
2865,Briefing,By Natasha Frost,Your Tuesday Briefing,Mariupol refuses to surrender.,all,,2022-03-22T04:54:47+0000,briefing
2866,Opinion,By Jane Burbank,The Grand Theory Driving Putin to War,"The goal, plainly, is empire.",all,25,2022-03-22T05:00:04+0000,Op-Ed
2867,Arts,By Trish Bendix,Jimmy Kimmel Ribs Republicans Over Ketanji Brown Jackson,Kimmel said Jackson’s Supreme Court confirmation hearings could make the G.O.P.’s worst nightmare could come true: “Having this decided by two Black women whose names they can’t pronounce.”,all,,2022-03-22T05:36:42+0000,News
2868,The Learning Network,By The Learning Network,Word of the Day: demeanor,This word has appeared in 185 articles on NYTimes.com in the past year. Can you use it in a sentence?,all,,2022-03-22T06:00:03+0000,News
2869,Corrections,,"Corrections: March 22, 2022","Corrections that appeared in print on Tuesday, March 22, 2022.",all,18,2022-03-22T06:05:17+0000,Correction
2870,Today’s Paper,,Quotation of the Day: Skyrocketing Death Rate in Hong Kong Shows Importance of Vaccinating Seniors,"Quotation of the Day for Tuesday, March 22, 2022.",all,3,2022-03-22T06:05:20+0000,Quote
2871,The Learning Network,By The Learning Network,Separate Together,Is “parallel play” good for adults?,all,,2022-03-22T07:00:02+0000,News
2872,Well,By Amelia Nierenberg,Will Getting Botox Now Prevent Future Wrinkles?,"Or are injections just a temporary, addictive fix?",all,6,2022-03-22T07:00:10+0000,News
2873,Science,By Siobhan Roberts,Is Geometry a Language That Only Humans Know?,Neuroscientists are exploring whether shapes like squares and rectangles — and our ability to recognize them — are part of what makes our species special.,all,1,2022-03-22T07:00:15+0000,News
2874,Technology,By David Yaffe-Bellany,Bitcoin Miners Want to Recast Themselves as Eco-Friendly,"Facing intense criticism, the crypto mining industry is trying to change the view that its energy-guzzling computers are harmful to the climate.",all,1,2022-03-22T07:00:16+0000,News
2875,World,By Mujib Mashal and Bhadra Sharma,Gurkha Veterans Fight a Colonial-Era Legacy Still Shaping Nepal,"Nepal’s best and brightest have been recruited while young to fight for Britain for over 200 years, with their pay and pensions a fraction of their fellow British soldiers’ for much of that time.",all,4,2022-03-22T07:00:20+0000,News
2876,World,By Chris Buckley and Keith Bradsher,"No Survivors Found in China Eastern Crash, Officials Say","Workers recovered identity cards, cellphones and purses from the crash site. But the plane’s steep plunge suggested there was a “minuscule” chance of any survivors, an expert said.",all,4,2022-03-22T07:03:55+0000,News
2877,World,By The International Herald Tribune,1972: Millions of Workers Strike in Italy,"Farm laborers, pressing demands including a shorter working week and a minimum wage, staged a 24-hour walkout. Refinery and filling station employees were also striking over pay and hours.",all,,2022-03-22T08:00:03+0000,News
2878,Magazine,By Malia Wollan,How to Help a Child With Math Anxiety,"Approach calculations with curiosity, playfulness and a sense of adventure. Avoid too much homework.",all,21,2022-03-22T09:00:07+0000,News
2879,Opinion,By Tom Frieden,The Next Covid Wave Is Probably Already on Its Way,Infections may rise in the United States. How it plays out is up to us.,all,3,2022-03-22T09:00:07+0000,Op-Ed
2880,Magazine,By Charley Locke,Commonplace Books Are Like a Diary Without the Risk of Annoying Yourself,"I keep a journal of quotes, lines from songs, poetry. Nothing is my original thought — but all of it struck me as meaningful when I wrote it down.",all,16,2022-03-22T09:00:07+0000,News
2881,Books,By Julian E. Zelizer,What Is Georgia’s Political Future?,Greg Bluestein’s “Flipped” argues that Georgian voters are turning away from the Republican Party.,all,13,2022-03-22T09:00:08+0000,Review
2882,Books,By Rebecca Reich,"For Russian Aristocrats, Paris Was a Glittering Expat Playground — Until 1917",Helen Rappaport’s “After the Romanovs” explains why Paris became the gravitational center for exiles both before and after the Russian Revolution.,all,,2022-03-22T09:00:08+0000,Review
2883,Magazine,By Jason Zengerle,The Rise of the Tucker Carlson Politician,Two Republican Senate candidates field-test a new message honed in the cable-news studio.,all,7,2022-03-22T09:00:08+0000,News
2884,Books,By Alida Becker,Hard Times: Novels That Explore Old Conflicts,"New books whisk readers back to the Civil War, World War II and medieval times.",all,9,2022-03-22T09:00:08+0000,Review
2885,Technology,By Alex V. Cipolle,How Native Americans Are Trying to Debug A.I.’s Biases,Data on Native communities are not at the levels needed for accuracy in A.I.-driven tools. A group is trying to solve that problem.,all,,2022-03-22T09:00:10+0000,News
2886,Opinion,By ‘The Ezra Klein Show',Daniel Yergin Thinks Russia’s Days as an Energy Superpower Might Be Over,The economic historian explains how Putin’s invasion of Ukraine is affecting energy markets and what that means for geopolitics — and climate change.,all,,2022-03-22T09:00:11+0000,Op-Ed
2887,Opinion,By Renate Raman and Joren Slaets,"At ‘Grief Camp,’ Kids Learn to Process Loss Together","Yaren, age 10, lost her mother at 6. She felt alone in her grief — until she attended a camp for kids who have lost someone important.",all,,2022-03-22T09:00:12+0000,Op-Ed
2888,Magazine,By Kwame Anthony Appiah,My Daughter Is Having Sex With Her Best Friend. Must I Tell Her Mom?,The magazine’s Ethicist columnist on whether to keep your teenager’s sexual relationship secret  — and more.,all,14,2022-03-22T09:00:12+0000,News
2889,Opinion,By Mike Madrid,"While Democrats Debate ‘Latinx,’ Latinos Head to the G.O.P.",The Democrats’ problem with Latinos.,all,19,2022-03-22T09:00:12+0000,Op-Ed
2890,Health,By Roni Caryn Rabin,"Alcohol-Related Deaths Spiked During the Pandemic, a Study Shows","The deaths were up 25 percent in 2020 compared with 2019, amid heightened stress factors and delayed treatment, according to a new report.",all,13,2022-03-22T09:00:17+0000,News
2891,New York,By Troy Closson,"This Database Stores the DNA of 31,000 New Yorkers. Is It Illegal?","A database used by the New York Police Department violates state law and the Constitution, the Legal Aid Society contends in a lawsuit.",all,12,2022-03-22T09:00:25+0000,News
2892,Style,By Guy Trebay,Willy Chavarria Represents,"With a powerful new collection, the queer Latinx designer muscles his way into the history of American fashion.",all,5,2022-03-22T09:00:26+0000,News
2893,Style,By Hilary Reid,Too Much Screen Time? Landline Phones Offer a Lifeline.,"Like record players and VHS tapes, landline phones are being embraced by nostalgic fans as an antidote to an increasingly digital way of life.",all,5,2022-03-22T09:00:26+0000,News
2894,Business Day,By Nicole Sperling,‘Harry Potter for Adults’: Netflix Lures ‘Bridgerton’ Fans With Live Events,A royal ball inspired by the popular Shonda Rhimes show aims to encourage the kind of water-cooler buzz that streaming services have struggled to create.,all,1,2022-03-22T09:00:26+0000,News
2895,Real Estate,By Tim McKeough,"Hudson Felt Too Much Like a City, So It Was Time for a New Upstate Retreat","Anthony D’Argenzio, known for Zio and Sons and This Old Hudson, and his family have a new old house — and it’s not far from their old old house, in Hudson, N.Y.",all,,2022-03-22T09:00:35+0000,News
2896,New York,,They Earn Tens of Thousands by Turning in Idling Trucks,A New York City clean air program is providing a well-paid gig to “idling warriors” who blow the whistle on polluting vehicles.,all,,2022-03-22T09:03:35+0000,briefing
2897,Opinion,By James Kirchick,When Reagan Said Gay,In the 1970s the Republican Party tried to muzzle gay identity. ,all,25,2022-03-22T09:28:00+0000,Op-Ed
2898,Podcasts,,Transcript: Ezra Klein Interviews Daniel Yergin,A conversation with economic historian Daniel Yergin.,all,,2022-03-22T09:59:37+0000,Op-Ed
2899,Podcasts,"By Sabrina Tavernise, Rikki Novetsky, Mooj Zadie, Luke Vander Ploeg, Jessica Cheung, Paige Cowett, Liz O. Baylen, Marion Lozano, Brad Fisher, Elisheba Ittoop and Chris Wood",Will Sanctioning Oligarchs Change the War?,"In punishment for the invasion of Ukraine, rich businessmen with ties to the Kremlin have been financially blacklisted.",all,,2022-03-22T10:00:09+0000,News
2900,World,By Austin Ramzy and Niraj Chokshi,"No One Survived Flight 5735 Crash, China Says: What We Know","The crash of the China Eastern plane on Monday killed all 132 people aboard, the authorities said this weekend. The cause remains a mystery.",all,,2022-03-22T10:07:01+0000,News
2901,Briefing,By David Leonhardt,Why KBJ Is Different,Ketanji Brown Jackson is similar to and different from the justices she would be joining — not only because of her race and gender.,all,,2022-03-22T10:34:24+0000,briefing
2902,World,By Dan Bilefsky,Here are the latest developments.,"As Russian forces struggled to make progress across Ukraine, losing control of a contested town west of the capital, Moscow advanced on a different front on Tuesday, expanding the toughest crackdown on dissent during President Vladimir V. Putin’s 22 years in power.",all,,2022-03-22T10:42:12+0000,News
2903,T Magazine,By Nancy Hass and François Halard,"On Italy’s Adriatic Coast, an Ancestral Home on the Verge of a Second Act",The avant-garde curator Giorgio Pace has commissioned the architect Kengo Kuma to help him transform the 19th-century house into a museum.,all,87,2022-03-22T11:00:16+0000,News
2904,U.S.,By Katy Reckdahl and Christine Chung,Tornado Cuts Destructive Path Through New Orleans as Storms Threaten South,"At least one person was killed as a storm damaged homes, knocked out power and prompted a search for residents who may be trapped.",all,,2022-03-22T11:16:09+0000,News
2905,The Learning Network,By Nicole Daniels,Lesson of the Day: ‘Pompeii Moves With the Times’,"In this lesson, students will learn about efforts at the historical site to examine gender, race and class, while also saving the ruins from the effects of climate change.",all,,2022-03-22T11:33:29+0000,News
2906,Business Day,By Alexandra Stevenson,China Evergrande says it will delay its financial report.,"The news is the latest setback for the hugely indebted Chinese property developer, which fell into default last year.",all,3,2022-03-22T11:33:43+0000,News
2907,The Learning Network,By Shannon Doyne,What Do You Think of Pet Weddings?,The events have recently become more popular. Why do you think that is? Would you attend or even host one?,all,,2022-03-22T11:34:03+0000,News
2908,T Magazine,"By Megan Conway, Andrea Urbez and Hisato Tasaka","Up Next for Jessie Buckley: More Movies, and Music","This summer, the multitalented actress and Oscar nominee will release an album with Bernard Butler.",all,43,2022-03-22T12:00:11+0000,News
2909,World,By Anton Troianovski and Valeriya Safronova,"Aleksei Navalny, Fiery Putin Critic, Is Handed a New, 9-Year Prison Sentence","Despite already being behind bars, Mr. Navalny has been urging Russians to protest the war in Ukraine, making him even more of a liability for President Vladimir V. Putin.",all,10,2022-03-22T12:00:45+0000,News
2910,Business Day,"By Andrew Ross Sorkin, Jason Karaian, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",‘A Very Significant Moment for Business’,The S.E.C. has proposed sweeping new rules on company climate disclosures.,all,,2022-03-22T12:20:38+0000,News
2911,World,By Steven Lee Myers and Chris Buckley,China Takes a Back Seat in International Diplomacy Over Ukraine,"Despite its economic and military might and close ties to Russia, China has balked at trying to press Vladimir Putin to stop the fighting.",all,9,2022-03-22T12:25:08+0000,News Analysis
2912,U.S.,By Soumya Karlamangla,What’s Next for the Pandemic in California?,Wastewater testing reveals increasing levels of the coronavirus in the state.,all,,2022-03-22T12:33:00+0000,briefing
2913,Movies,By Glenn Kenny,‘Bisping: The Michael Bisping Story’ Review: An M.M.A. Fighter Speaks Out,A documentary takes a look at Bisping’s tough and tender sides.,all,6,2022-03-22T12:48:43+0000,Review
2914,World,By Salman Masood,Pakistan’s Cricket-Star-Turned-Prime Minister Fights for Survival,Soaring inflation and a rift with the military threaten Imran Khan’s tenure as prime minister. He has dismissed criticism as a foreign conspiracy.,all,5,2022-03-22T13:14:16+0000,News
2915,World,By Ian Austen,Trudeau Strikes Accord With Opponents to Secure Hold on Power,A left-of-center opposition party agrees to back the government until 2025 in exchange for advancing its causes.,all,4,2022-03-22T13:49:03+0000,News
2916,World,By Christina Anderson,Two Teachers Killed at a School in Sweden,The police said they were still trying to determine a motive for the attack in the southern city of Malmo.,all,,2022-03-22T13:50:49+0000,News
2917,Arts,By Jennifer Schuessler,Two Religious Conservatives and a Marxist Walk Into a Journal,"Compact, a new online magazine edited by two religious conservatives and a Marxist proponent of “labor populism,” aims to challenge both “a libertine left and a libertarian right.”",all,1,2022-03-22T14:00:19+0000,News
2918,Food,By Kim Severson,How Emily Nunn Turned Salad Into a Soapbox,"Brash and funny, she uses her popular Substack newsletter, The Department of Salad, to hold forth about ageism, politics and, oh yes, leafy greens.",all,1,2022-03-22T14:06:36+0000,News
2919,Opinion,,"Opioids, Chronic Pain and Addiction",Readers respond to a guest essay by Maia Szalavitz about the opioid crisis. Also: The Republicans and the Ukraine war.,all,18,2022-03-22T14:07:00+0000,Letter
2920,Climate,By Cara Buckley,‘OK Doomer’ and the Climate Advocates Who Say It’s Not Too Late,"A growing chorus of young people is focusing on climate solutions. “‘It’s too late’ means ‘I don’t have to do anything, and the responsibility is off me.’”",all,11,2022-03-22T14:07:47+0000,News
2921,U.S.,By Annie Karni,"Questioning Judge Jackson, Republicans give a preview of attack lines in the November election.","G.O.P. senators are pressing Judge Jackson on critical race theory and transgender rights, teeing up their attacks on Democrats as extremists.",all,,2022-03-22T14:12:54+0000,News
2922,Business Day,By Katie Robertson,Top Editors to Leave BuzzFeed News Ahead of Newsroom Cuts,"Mark Schoofs, the site’s editor in chief, is among the departures. The chief executive said BuzzFeed News would need to “prioritize the areas of coverage our audience connects with the most.”",all,4,2022-03-22T14:14:20+0000,News
2923,Sports,By Rory Smith,Ada Hegerberg Wants to See How Good She Can Be,"The world’s best women’s player lost nearly two years to injury. Now she’s back and eager to get herself, Lyon and maybe even Norway to the top.",all,7,2022-03-22T14:17:28+0000,News
2924,World,"By Anatoly Kurmanaev, Isayen Herrera and Adriana Loureiro Fernandez",Venezuelan Vacations Abruptly End as Tourists Return Home to a Different Russia,"While Russian tourists were visiting Margarita Island, their country invaded Ukraine. Many were left wondering what travails awaited them back at home.",all,9,2022-03-22T14:27:16+0000,News
2925,U.S.,By Katie Rogers,Jackson emphatically rejects allegations that she has been lenient on child sex abuse defendants.,"“Nothing could be further from the truth,” she told the Senate Judiciary Committee.",all,,2022-03-22T14:27:54+0000,News
2926,Books,By Angus Trumble,Two Forgers and a Small Crocodile Walk Into a Sauna,"In María Gainza’s mystery “Portrait of an Unknown Lady,” the truth of Buenos Aires’s shady art underworld is in the eye of the beholder.",all,,2022-03-22T15:00:03+0000,Review
2927,Food,By Becky Hughes,Food Businesses Lose Faith in Instagram After Algorithm Changes,"Instagram’s choice to prioritize videos over photos creates unforeseen costs for small companies, leaving many owners disheartened.",all,5,2022-03-22T15:12:17+0000,News
2928,Books,By Alexandra Jacobs,"Vivien Leigh and Laurence Olivier’s Turbulent Relationship, Retold With Compassion","In “Truly, Madly,” Stephen Galloway writes about one of the 20th century’s most glamorous couples, training an eye on Leigh’s mental health struggles.",all,4,2022-03-22T15:35:47+0000,Review
2929,Business Day,By Christopher F. Schuetze,"Elon Musk opens Tesla’s first European plant, near Berlin.","The $7 billion plant will eventually produce half a million S.U.V.s a year, the company said.",all,3,2022-03-22T15:36:26+0000,News
2930,Climate,By Somini Sengupta,Follow the global youth protests this week,"Demonstrations are planned for Friday, so we looked at what drives the movement. Here are four takeaways.",all,,2022-03-22T15:39:29+0000,News
2931,Food,By Pete Wells,"At Casa Dani, Masterly Spanish Cooking in Globe-Trotting Garb","Leaving aside the gels, powders and liquid nitrogen that won him renown, the chef Dani García returns to his culinary roots.",all,8,2022-03-22T16:00:53+0000,Review
2932,Technology,By Shira Ovide,Metaverse Lessons From Hollywood,Recreating the human face could give virtual interactions the sense of intimacy they’re missing.,all,,2022-03-22T16:19:24+0000,News
2933,Arts,By Melena Ryzik,"How Charli XCX, Caroline Polachek and Christine and the Queens Navigate Pop","The friends and collaborators have taken very different paths in the music industry. Joining up on a track from Charli’s new album, “Crash,” they talked about their crucial camaraderie.",all,1,2022-03-22T16:23:33+0000,News
2934,Arts,By Alexis Soloski,Ina Garten Delights in Hitchcock Thrillers and Her Mini Cooper,"With a new show coming to Discovery+, the Barefoot Contessa discussed her passion for French butter, Nordic dramas and a very American musical.",all,3,2022-03-22T16:23:43+0000,News
2935,Opinion,By Paul Krugman,Odessa and the Ukraine That Should Have Been,How history cut off the rise of a great city.,all,,2022-03-22T16:35:06+0000,Op-Ed
2936,Food,By Florence Fabricant,"Terra e Mare, With a Menu True to Its Name, Opens in Jersey City","Greg Baxtrom’s new comfort-food restaurant, a kaiseki-style spot from Hand Hospitality, and more restaurant news.",all,7,2022-03-22T16:53:51+0000,News
2937,Arts,By Ben Sisario,Kanye West’s Stormy Relationship With the Grammys Erupts Again,"The musician, nominated for five awards, was told he will not be able to perform at the ceremony on April 3. The decision came after weeks of erratic and troubling public behavior.",all,4,2022-03-22T16:58:56+0000,News
2938,Business Day,By Patricia Cohen and Stanley Reed,Will War Make Europe’s Switch to Clean Energy Even Harder?,A wind turbine factory in Denmark and a coal mine in Poland illustrate the painful policy choices after Russia’s aggression in Ukraine added urgency to the transition to greener energy.,all,1,2022-03-22T17:17:02+0000,News
2939,Sports,By Tariq Panja,Soccer’s Richest Clubs Sidestep Salary Caps in New Cost Controls,"UEFA’s new financial regulations will tie spending to club revenues, entrenching the advantages wealthy clubs already enjoy in the market for talent.",all,9,2022-03-22T17:32:33+0000,News
2940,Arts,By Julia Jacobs,"Amanda Bynes, Former Child Star, Is Released From Conservatorship",A judge in California freed the former Nickelodeon star from the arrangement that had governed her life after highly publicized struggles with substance abuse.,all,4,2022-03-22T18:07:00+0000,News
2941,World,By Vivian Yee and Patrick Kingsley,"Leaders of Israel, U.A.E. and Egypt Meet for Their First Summit",All three countries are navigating fraught relationships with the Biden administration amid the quickly changing geopolitical landscape precipitated by Russia’s war on Ukraine.,all,7,2022-03-22T18:08:25+0000,News
2942,U.S.,By Zolan Kanno-Youngs,"Jen Psaki, the White House press secretary, tests positive for coronavirus.",Ms. Psaki said that she had two meetings with President Biden on Monday but that they had been socially distanced.,all,,2022-03-22T18:10:10+0000,News
2943,New York,By Ashley Wong and Ashley Southall,Woman Is Charged in Shoving Death of Broadway Singing Coach,"Lauren Pazienza, 26, turned herself in and was charged with manslaughter in the death of Barbara Maier Gustern, 87.",all,16,2022-03-22T18:10:53+0000,News
2944,New York,By Emma G. Fitzsimmons,"Preschoolers Can Shed Their Masks, Mayor Adams Says",New York City plans to end the mask requirement for the city’s youngest children on April 4 if coronavirus cases remain low.,all,13,2022-03-22T18:11:15+0000,News
2945,World,By Patrick Kingsley,Four Killed in Southern Israel in Latest in Spate of Attacks,"The attacks have heightened fears of further violence in April, when the convergence of three religious holidays has leaders on edge.",all,5,2022-03-22T18:11:19+0000,News
2946,Arts,By Gia Kourlas,A Dance Company Looks to the Future With a New Artistic Team,"The choreographer Nai-Ni Chen died in December. Now her company takes its next steps, beginning with a season at New York Live Arts.",all,3,2022-03-22T18:23:04+0000,News
2947,World,By John Ismay,"Russia’s combat force has shrunk, a Pentagon official says, reflecting casualties and other struggles.","The official said that Russian forces were “struggling on many fronts,” and that there were indications that some troops had been evacuated with frostbite.",all,,2022-03-22T18:38:35+0000,News
2948,Business Day,By Michael M. Grynbaum,Justin and Ben Smith pick a name for their media start-up.,"The name, Semafor, a variation on the word “semaphore,” appears in similar form in many languages.",all,4,2022-03-22T18:44:53+0000,News
2949,Style,,Tiny Love Stories: ‘The Empty City Was Our Playground’,"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",all,,2022-03-22T19:00:08+0000,News
2950,Theater,By Juan A. Ramírez,"Review: ‘Bruise & Thorn,’ a Gay Fantasia at a Laundromat","Hip-hop, impromptu duckwalks and loving shade fill C. Julian Jiménez’s new play about two cousins dreaming of escaping their day jobs.",all,8,2022-03-22T19:23:51+0000,Review
2951,World,By Matthew Mpoke Bigg,"Coronavirus cases are rising in European nations because restrictions were eased too soon, a W.H.O. official says.","Daily reports of new coronavirus cases are increasing in 18 European countries, including Britain, France, Germany and Italy, because the authorities are relaxing pandemic restrictions too quickly, a senior World Health Organization official in the region said on Tuesday.",all,,2022-03-22T19:24:08+0000,News
2952,U.S.,"By Charlie Savage, Carol Rosenberg and Linda Qiu",Here’s the context behind what Judge Jackson wrote about war crimes.,Two Republicans asserted during the second day of confirmation hearings on Tuesday that Judge Ketanji Brown Jackson had called former Defense Secretary Donald H. Rumsfeld and former President George W. Bush “war criminals.” But she never used that phrase.,all,,2022-03-22T19:25:23+0000,News
2953,Science,By Sabrina Imbler,"Human Migration Brought Maize to Maya Region, Study Finds",A new analysis of the DNA of the remains of ancient people in the jungles of Belize reveals that farming technology arrived from the south.,all,4,2022-03-22T19:32:50+0000,News
2954,Food,By Nikita Richardson,When Restaurants Are Closed on Mondays,"New York City rarely shuts down, but the start of the week can be a dining challenge. Luckily, we’re here with recommendations.",all,8,2022-03-22T20:00:04+0000,News
2955,Business Day,By Stanley Reed,TotalEnergies says it will stop buying oil from Russia by the end of the year.,The French company said it had been accused of “complicity in war crimes” for continuing to work in Russia.,all,,2022-03-22T20:23:32+0000,News
2956,U.S.,By Katharine Q. Seelye,"Victor Fazio, Longtime Democratic Leader in the House, Dies at 79","Known for his ability to work across the aisle, he represented the Sacramento area from 1979 to 1999 and rose to become chairman of the House Democratic caucus.",all,20,2022-03-22T20:33:07+0000,Obituary (Obit)
2957,U.S.,By Katie Rogers,Cruz and Jackson spar over antiracism curriculum at a private school.,A question about whether or not infants were racist drew an audible sigh from the nominee for the Supreme Court.,all,,2022-03-22T20:47:11+0000,News
2958,Briefing,By Matthew Cullen,Your Wednesday Briefing: Russia Extends Navalny’s Sentence,Plus Pfizer’s plan to send Covid pills to poor countries and efforts to unseat Pakistan’s leader.,all,,2022-03-22T21:00:21+0000,briefing
2959,U.S.,By Edward Wong and Ana Swanson,Ukraine War and Pandemic Force Nations to Retreat From Globalization,"Conflicts among the U.S., Russia and China — and endless Covid-19 outbreaks — strain the interdependent economy and Western ideas of post-Cold War stability.",all,1,2022-03-22T21:07:12+0000,News
